plate,numinSet,sample,sampleid,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,run.date,SampleWeight,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
NA,152,AO-1-37,37,166,487,2,2,NA,NA,166,22:49:59 Tue 26-Apr-16,111.5,10.2877456889,222.4661628317,1606.0427783231,18.0290214963,493.5179861199,1044.6221803702,24611.1182286684,3498.4634958903,65.5077374831,37.3079601696,0.0331157051,0.1027031333,18.7054672539,10.9334308418,-0.1177986437,0.6298293446,15.0910822712,15.4095811371,8.045506626,0.0825059807
NA,146,AO-1-38,38,173,494,2,2,NA,NA,173,23:16:17 Tue 26-Apr-16,109.2,5.2817943398,283.4948863349,1118.7171710678,22.4181508962,411.4100109418,714.3176975532,28545.0635706561,5862.7510497989,64.2373259602,88.7399310924,0.0355335422,0.134312338,4.9690168552,12.6708033294,-0.1669416838,0.8936877382,21.658284988,28.5029077795,4.8507899947,0.0918587713
NA,143,AO-1-40,40,159,480,2,2,NA,NA,159,22:23:39 Tue 26-Apr-16,98.5,5.6333308227,179.8432354633,1371.4730832064,37.2651393713,619.9581463642,749.8396630167,26589.816423221,6138.3683245845,88.2173874389,51.6428105983,0.0483027218,0.3000671764,6.2520283666,12.1667333594,-0.1024592985,1.6535046198,22.6759998853,29.1050692981,4.9180501028,0.0614917061
NA,142,AO-1-41,41,158,479,2,2,NA,NA,158,22:19:54 Tue 26-Apr-16,106.1,5.7020809948,177.734943577,876.1181511856,16.2435059092,733.6518261618,341.456957371,26796.0008230894,1652.9867668803,42.652864653,47.7345938286,0.0175651311,0.0893880008,4.4210067939,9.9547837201,-0.0421550744,1.1341849343,23.9983866938,9.1995510378,1.6974826232,0.1090589766
NA,141,AO-1-42,42,157,478,2,2,NA,NA,157,22:16:09 Tue 26-Apr-16,100.5,4.9450719839,121.2150915031,1063.4722202568,41.3835021321,574.46264258,470.3283041497,33852.1121664932,2937.6242401355,68.6564217548,61.8956915919,0.0390360932,0.1182254877,3.2550404338,8.1606348156,-0.0432319033,0.7449825911,27.1185434266,17.141602013,1.8240337348,0.0509906875
NA,137,AO-1-43,43,153,474,2,2,NA,NA,153,22:01:09 Tue 26-Apr-16,73.4,20.3767829457,780.8254328381,2858.5232379556,42.6173240089,804.3859472971,1089.6202572802,25186.6204637617,7711.5194093153,94.5813840092,78.7702855657,0.0879335057,0.1850153826,8.7007043435,10.4625923882,-0.1830541969,1.1311831691,8.6281398325,39.773033046,13.8092567318,0.1060817155
NA,126,AO-1-44,44,142,463,2,2,NA,NA,142,21:19:50 Tue 26-Apr-16,97.9,49.8139940581,722.092464567,2847.3461402658,149.9258155771,814.2050384548,653.1388333169,27873.339694174,8062.5844670257,205.8246661822,118.7408923098,0.189108864,0.3552155653,7.1993632056,15.9631907322,-0.2552427927,0.156790073,13.459200995,40.7754231484,7.4600330274,0.1390933506
NA,134,AO-1-45,45,149,470,2,2,NA,NA,149,21:46:05 Tue 26-Apr-16,100,7.2027666406,277.0422350353,2415.6642222837,48.0115589325,1120.9370234672,492.8710926239,24135.135853712,4497.8801572375,88.7636572094,115.2587230159,0.0572898119,0.1363287913,4.3235694194,11.2403535029,-0.0938628775,0.6389066044,16.9557105185,21.2266319513,4.1713304984,0.5319429181
NA,130,AO-1-46,46,137,458,2,2,NA,NA,137,21:01:02 Tue 26-Apr-16,101.4,8.6371379453,336.026285132,1645.6828555341,38.8145422691,1120.0177377704,675.6799459555,24080.7331784073,4313.2548786937,90.0951937612,55.7144514547,0.0409643119,0.1364625402,7.1391691388,23.6185514279,-0.1455422063,0.3943314254,13.7146103913,16.1432930494,4.0642472102,0.0511043161
NA,136,AO-1-47,47,152,473,2,2,NA,NA,152,21:57:25 Tue 26-Apr-16,107.1,7.0527646279,499.7027523421,1279.3845520342,48.3085153612,721.3747424531,414.3437139446,31777.4023610474,2409.2357026518,73.070849617,42.6773723263,0.0358391142,0.1210926501,3.9692140642,18.6084389094,-0.0649168236,0.4837243842,20.273995512,13.4385960101,1.4562967284,0.0617090558
NA,133,AO-1-48,48,148,469,2,2,NA,NA,148,21:42:20 Tue 26-Apr-16,112.1,7.6233084418,119.6921950563,2057.8877915076,27.639403666,785.2378326199,419.2535228675,27981.4921145774,4875.9757818774,58.1366631271,70.5873139048,0.0537293863,0.114607923,5.6736179935,13.1940833395,-0.0521367529,0.3296042536,14.2474749596,26.3889612508,3.8465013929,0.0933594805
NA,129,AO-1-49,49,138,459,2,2,NA,NA,138,21:04:47 Tue 26-Apr-16,103.8,9.1505366058,140.1240984839,832.159937951,27.4780435164,684.0380952286,570.7569711213,19349.5407045445,2619.0030241717,68.3976768275,62.2435879202,0.0351552897,0.1212951298,7.3489291007,10.3059412438,-0.1430028456,0.4468315664,15.0081763293,12.0953755809,5.3890538026,0.1053861361
NA,229,AO-1-51,51,267,1875,6,6,NA,NA,267,06:50:51 Thu 05-May-16,121.8,12.8327561692,132.4144349752,2487.0236332367,58.0212893011,952.9836365279,1362.3242122039,30627.1984425117,7706.0366350038,124.8516288101,105.0117289775,0.0730548829,0.4201315555,7.6118516814,12.3693495764,0.1341010836,1.3255537963,21.4468999989,42.5565092591,10.6446341231,0.102147124
NA,234,AO-1-52,52,262,1870,6,6,NA,NA,262,06:32:07 Thu 05-May-16,109.3,11.727852209,468.7480548087,2066.9705150937,36.5325242311,467.4706835757,769.1636988801,32833.0651022956,6634.3778451117,91.1185051923,104.7982842367,0.0973800907,0.2160989307,8.0283012404,13.7690169037,0.2677785841,-4.6874299252,11.5667994003,41.2478302252,15.6641940105,0.1950828016
NA,244,AO-1-53,53,272,1880,6,6,NA,NA,272,07:09:40 Thu 05-May-16,107.2,20.0378297183,907.6400086597,2086.860642495,121.7058519696,768.2197746092,369.3623095652,31904.0824362197,9313.6525051558,175.222749646,98.2317475049,0.1135900715,0.2402970035,8.9446458601,19.1796955394,0.2449143807,0.6087660251,28.9055395191,50.7063952717,3.1765071404,0.1832983127
NA,239,AO-1-54,54,256,1864,6,6,NA,NA,256,06:09:34 Thu 05-May-16,120.5,10.5126758144,607.6051920697,1685.6554978717,30.6569855281,611.968019543,645.3669184828,31014.271682171,6787.3323938645,71.7529073839,78.871584663,0.0532303933,0.1380716046,6.0590442991,10.586544452,0.5247863695,0.4238994827,14.7358631912,40.8426232045,6.4000727742,0.0484201853
NA,247,AO-1-55,55,275,1883,6,6,NA,NA,275,07:20:55 Thu 05-May-16,111.1,9.8432303776,982.8563762898,1190.6849840536,217.5675269418,903.2329374778,247.1307780682,24583.5598635638,2709.205741189,260.8490634528,61.7372453828,0.1426720586,0.3609247771,5.6404483913,36.9116027362,0.1370608105,2.363031168,20.2267585179,19.2686256171,1.821358184,0.0462445516
NA,241,AO-1-57,57,268,1876,6,6,NA,NA,268,06:54:36 Thu 05-May-16,117.7,9.4559887619,525.7074914946,1840.3144314263,66.2569729673,1097.2832957574,895.8749238536,27019.6979725108,5254.0502434052,122.3537542444,74.0966131853,0.0703763843,0.2378369848,5.9011567056,13.5670185157,0.133127561,1.8205321172,18.7999365775,30.5199202965,5.1666690257,0.0581153635
NA,236,AO-1-58,58,259,1867,6,6,NA,NA,259,06:20:48 Thu 05-May-16,109.8,8.4298064214,444.9874826736,1864.9083395238,72.5056863519,885.2051373028,465.7740525114,27414.7159369125,4646.794411525,125.2566845816,38.2953320103,0.0604888579,0.4057874601,6.7073354628,20.4308799842,0.2151265862,3.2904646228,24.6886220576,26.2449630152,2.8490629831,0.2151005109
NA,231,AO-1-59,59,265,1873,6,6,NA,NA,265,06:43:22 Thu 05-May-16,103.9,57.067484778,1377.2920798264,2633.3113750081,102.3803012005,813.4702876432,999.8905508718,35760.1136792973,6641.3638821851,159.1262095858,70.0332936137,0.2015479138,0.384666794,7.4089474377,16.1654448727,0.410934181,2.5676563807,21.4555184948,39.7272440712,8.4768310292,0.0818766378
NA,248,AO-1-60,60,276,1884,6,6,NA,NA,276,07:24:40 Thu 05-May-16,119,7.8441532571,490.3468193241,2125.6122356457,97.7595021135,2057.3003035393,1691.1341630914,31736.5158431217,4567.8680178564,185.9324065773,66.0210507409,0.1007977799,0.420131558,12.0944922591,26.0291454464,0.1110145728,3.4359704976,16.6211332143,19.9692301914,5.7920539787,0.1890429309
NA,269,AO-1-61,61,302,1910,6,6,NA,NA,302,11:05:41 Thu 05-May-16,134.5,12.7379857501,226.8689116764,1592.1428312462,60.8530715877,786.5558073596,950.7003817086,24470.4068864174,4079.9685814514,120.7830784189,85.1402640244,0.0884054582,0.2832808249,7.7449410131,11.4905741923,1.4114419717,1.4547979135,19.312439613,21.1630903678,13.3952128663,0.1369351287
NA,279,AO-1-63,63,321,1929,6,6,NA,NA,321,12:17:03 Thu 05-May-16,115.8,6.2015162093,153.884205822,1036.7469795072,53.453914904,731.3770816196,388.1535137618,33355.7494123485,3274.1835260699,100.9165220603,61.9414804955,0.0616047237,0.2149830912,6.5099388566,9.3907178075,0.131029307,0.4665978924,33.2847995972,22.6874068586,3.153205051,0.08320196
NA,273,AO-1-65,65,307,1915,6,6,NA,NA,307,11:24:31 Thu 05-May-16,153.9,9.6699983708,296.8869973955,2755.5902562408,88.5314611841,594.3814211133,1696.4206514826,44381.192607164,9337.7725185524,160.8301502882,109.2582931703,0.0843409896,0.4531642344,10.7044481302,16.4972831723,0.429771019,8.4475502764,21.2295845815,56.864518484,7.6366663686,0.172918017
NA,284,AO-1-66,66,316,1924,6,6,NA,NA,316,11:58:18 Thu 05-May-16,119.9,25.5890166795,2224.0117097429,1838.806841233,84.6471773302,974.1685370548,1653.0227414645,38636.5766670072,4635.4027387415,163.5261058179,63.5181364301,0.1048663467,0.3110182604,10.8639355299,39.3796188753,0.5743258096,0.411229582,28.8773335772,25.1737351515,9.448218624,0.1883645578
NA,271,AO-1-67,67,305,1913,6,6,NA,NA,305,11:17:01 Thu 05-May-16,54.6,8.5545194793,95.0697809863,1845.7803498567,57.2181319253,1081.5172478406,675.8298400529,33087.3102294157,3854.4583767041,109.3587056567,31.4663303813,0.0601243864,0.2593520866,5.6770048447,11.043524358,0.1207889256,-7.0317443298,12.3174537288,20.8064862603,3.8456311511,0.1939941989
NA,280,AO-1-68,68,320,1928,6,6,NA,NA,320,12:13:18 Thu 05-May-16,105.8,7.0332828691,378.5504591591,1642.9619269824,104.4768271242,946.2506459722,931.0158702236,18246.9256166273,6108.7612364971,169.3102235052,28.8694460069,0.0883978181,0.2858729535,8.0835025781,19.492153467,0.2680988604,1.0932504752,16.4283069601,39.5495630477,3.1180041201,0.0796399875
NA,276,AO-1-69,69,310,1918,6,6,NA,NA,310,11:35:45 Thu 05-May-16,102.2,8.6919258223,282.7503377702,1289.7054685789,126.2692162348,855.4195535341,907.2503666214,31260.8777590496,6993.7597213715,188.9347713943,110.3741447266,0.1047641441,0.354457657,8.7517355745,21.7687490816,0.3246448377,1.4372731281,21.5743582103,37.9841633696,6.7504949537,0.2181058
NA,286,AO-1-70,70,313,1921,6,6,NA,NA,313,11:47:00 Thu 05-May-16,111.4,7.3049080931,219.8742527174,1981.7672335683,62.4258284034,626.3452431517,591.5147161352,31811.5018200191,7306.6973692857,108.3263227814,89.3113828414,0.0769823453,0.3664803392,5.7410291795,13.0630301015,0.3197570383,0.6215775375,23.8807558465,47.7548026995,9.1683223332,0.1999432206
NA,274,AO-1-71,71,308,1916,6,6,NA,NA,308,11:28:16 Thu 05-May-16,131.9,6.653746903,143.6820070343,1155.6250471096,34.1384132013,631.8819987261,687.6844390023,28197.8963120517,2615.496163631,66.6308314241,49.6148390278,0.0325442486,0.1765875964,4.3400400638,9.522249584,0.0998373386,0.8436570557,24.8255225207,16.7125343827,1.168145312,0.0499363126
NA,283,AO-1-72,72,317,1925,6,6,NA,NA,317,12:02:03 Thu 05-May-16,114.4,10.7637612193,99.5980556238,2731.4917897405,81.9588537567,641.6912900917,991.7529779632,38801.3649163579,8706.7363576559,137.4128916022,84.802308185,0.0735703044,0.2797686051,8.5076370209,16.9228226343,0.1142108464,0.6868372409,12.5711457314,53.3469293817,11.0910150367,0.1175635191
NA,278,AO-1-73,73,322,1930,6,6,NA,NA,322,12:20:48 Thu 05-May-16,136.6,12.5950906185,139.9684702598,1723.3153836744,50.5916716262,630.3847839177,1153.8382268776,33530.1987605397,4404.903528125,112.1714492333,71.0559371735,0.0807158586,0.2421407385,9.8810852901,15.343084278,0.1595874848,0.4549064408,23.6504118749,25.7572109049,6.911177574,0.1890472785
NA,288,AO-1-74,74,311,1919,6,6,NA,NA,311,11:39:30 Thu 05-May-16,102.5,5.6144127332,361.7249983109,2371.6039644329,52.4621721902,1163.7843342827,1440.018345591,30708.5613221438,5042.2994654441,119.9524294028,131.1164583104,0.0704837027,0.2706469652,7.5048864192,16.2368135973,0.2174033712,1.366789424,33.5931028182,26.0437895172,3.6080174953,0.0584523758
NA,249,AO-1-75,75,277,1885,6,6,NA,NA,277,07:28:24 Thu 05-May-16,115,9.8871285966,262.0422272773,1963.3968637108,49.8381456224,845.4307176903,762.5764528914,29588.3325910294,5926.2151858131,105.8542670433,89.9725380196,0.0551535046,0.1765174683,7.363222333,14.009725171,0.0801840918,2.72043449,29.084136593,33.5541104529,6.0493264422,0.1785306066
NA,259,AO-1-76,76,287,1895,6,6,NA,NA,287,08:05:57 Thu 05-May-16,122.1,11.6541775059,107.5744007578,2064.6112188182,23.0163612851,1079.7469908544,1193.0290910158,34932.2135230443,7724.4577380882,73.9200480191,86.5754338935,0.0702484018,0.2437252332,7.5017417244,20.3432403489,0.1381758288,0.1730445831,29.3540354577,46.7180869384,6.3622611913,0.2352862641
NA,254,AO-1-77,77,293,1901,6,6,NA,NA,293,08:28:32 Thu 05-May-16,134.9,8.9303902748,508.6447585803,2283.6692569512,74.8256679117,808.788060375,896.8697170294,28117.1837204224,6168.4195591998,142.5773444086,71.941535778,0.0842767307,0.3009833192,9.1589825618,11.9449749969,0.1898631712,1.0232298801,12.0047497984,32.7571787629,4.2149969413,0.1312298749
NA,264,AO-1-78,78,282,1890,6,6,NA,NA,282,07:47:13 Thu 05-May-16,103.6,12.0012368332,1975.5979640219,2386.5767649162,132.9128109667,1284.7846443258,732.2641412412,21797.5762343977,4461.1546910485,216.2329571141,77.7220759033,0.1053595107,0.4458770331,9.335656588,18.3230352369,0.1857329105,-7.643275034,17.7143516468,20.0137400487,3.4178161104,0.0745339374
NA,251,AO-1-79,79,279,1887,6,6,NA,NA,279,07:35:54 Thu 05-May-16,101.8,11.151194463,276.9634869132,1524.3819793799,62.9785288522,459.8422813657,505.3673379918,25994.2984151361,6889.7811064313,135.5437743652,69.1890590503,0.0603867754,0.2021151644,11.0457952194,13.5691480574,0.1101942442,53.7064465931,19.6850302717,38.4969803799,9.9822346925,0.2105157737
NA,261,AO-1-80,80,285,1893,6,6,NA,NA,285,07:58:28 Thu 05-May-16,106.8,7.31665332,767.8348419476,1678.8377065807,56.8398418512,809.6939305481,248.8910841958,20018.2197572547,4631.2134743613,95.6565549545,51.0793622865,0.0672780951,0.2705147029,5.6024073769,30.2626145303,0.1791650948,6.3594975372,21.353689111,25.9365615176,3.7608451295,0.1051086999
NA,256,AO-1-81,81,290,1898,6,6,NA,NA,290,08:17:12 Thu 05-May-16,99.3,7.1872021601,322.4015125293,1500.5120956284,34.4657613392,795.4813138129,160.219110004,34546.8630501095,8306.0316050678,79.0597531347,60.8243793075,0.049289282,0.175388961,5.0551658686,10.4462978925,0.1777366291,2.780978603,32.5280141808,42.9796426132,7.4984438112,0.1929832527
NA,266,AO-1-82,82,296,1904,6,6,NA,NA,296,08:39:46 Thu 05-May-16,104.1,8.9483680842,390.4884276838,1230.7748419709,76.1859110226,982.4900668046,404.3430358199,24052.9040816886,4304.7466588241,142.3335970983,65.8563348295,0.0967626705,0.2494459183,7.8435531364,30.2106132874,0.1281441707,1.6496875194,22.2271933283,19.2600251026,1.987349375,0.066541987
NA,212,AO-1-83,83,233,1841,6,6,NA,NA,233,04:43:12 Thu 05-May-16,100.3,14.0156984837,436.3182377011,1986.2608639183,119.5135723514,578.1823765363,672.2688055,26724.5419811066,5648.0712847275,189.7914984322,60.7942563159,0.0878938438,0.4540389044,8.742263741,13.976066254,0.1483528929,1.1509797966,9.4213814178,29.8889487621,7.1541688983,0.2058908588
NA,217,AO-1-84,84,242,1850,6,6,NA,NA,242,05:17:00 Thu 05-May-16,119.3,12.7949155072,733.6751078262,2238.367255025,103.5196316602,2612.198864083,1234.2420050816,23279.2635824246,4895.2191314567,221.4738041434,46.3443238961,0.0954179313,0.3295222917,10.6152552509,22.6430271086,0.1874763273,0.7321180208,20.0568904151,24.519787958,4.4086176626,0.0803042303
NA,222,AO-1-85,85,247,1855,6,6,NA,NA,247,05:35:44 Thu 05-May-16,105.8,11.3340667672,457.8482648858,1444.5289251064,60.4981369439,594.0189018365,551.9494858459,27985.3300379564,5571.9428885277,117.432357264,59.66268516,0.0655737945,0.1914965233,6.4762714523,13.0745323611,0.3307380479,0.3426612471,20.8686748434,33.6069292902,6.1513337611,0.0813915419
NA,227,AO-1-86,86,253,1861,6,6,NA,NA,253,05:58:19 Thu 05-May-16,181.6,10.8589544076,435.1792675239,1523.282322925,76.4806451356,918.4754455554,916.4308875479,27827.2941815882,4675.6264999631,139.1439011096,57.9539853436,0.0811701487,0.276154766,7.6841504656,12.5598581691,1.373899491,0.5105220724,17.028939054,23.1793088243,6.2002574485,0.0480638783
NA,270,AO-1-87,87,303,1911,6,6,NA,NA,303,11:09:26 Thu 05-May-16,171.6,9.9917652071,202.6330727462,2786.0150509436,49.3364982951,1012.1343280312,1336.8091534477,30536.3516277546,10580.3938777601,108.1740976028,128.2273316641,0.1054250874,0.452204027,8.2030664267,16.3624665491,0.4383082328,2.014520854,21.4848827089,58.6408629055,8.9194013251,0.3547095318
NA,282,AO-1-88,88,318,1926,6,6,NA,NA,318,12:05:48 Thu 05-May-16,119,14.1592784292,444.806022269,1713.8405646765,47.4522266519,827.4131474337,823.0566593705,26024.7605126213,3694.1828572214,99.5836872161,43.4046380913,0.0525247207,0.1899900344,6.3333833153,11.834651673,0.1910539523,0.509170082,25.7588961509,18.0031514203,2.17887743,0.1275258984
NA,275,AO-1-89,89,309,1917,6,6,NA,NA,309,11:32:00 Thu 05-May-16,106.3,20.9458897975,1252.2226218547,1590.5521957238,96.8042401429,1161.2332823473,956.1007878688,24849.0139021883,5712.5020877534,152.4382474976,56.5539707717,0.0940843918,0.3518739241,9.663051807,20.1987032439,0.488272146,0.8860876829,14.8608852162,29.7186655551,5.5852340883,0.0856507948
NA,285,AO-1-90,90,315,1923,6,6,NA,NA,315,11:54:34 Thu 05-May-16,114.2,13.7232213855,471.4924234207,1048.182777209,64.2607966422,627.6745590881,1381.0097056602,39338.1267863981,5501.2112942244,122.2318726032,63.3361996539,0.076562009,0.2880824204,8.7815260259,15.5676359079,0.188233205,0.3615547289,19.3193147511,34.919027139,7.7085460795,0.0528733693
NA,272,AO-1-91,91,306,1914,6,6,NA,NA,306,11:20:46 Thu 05-May-16,186.7,22.5399838516,114.0194742893,1525.5512278457,40.7056905762,1303.6663594489,1740.4417333301,34224.2284071778,5216.2932833924,86.8883943656,164.600271918,0.1323633047,0.5036448451,4.8273753822,19.3479713308,0.4236340618,10.6125555151,42.2096193361,29.1661812202,4.3555003181,0.1345034956
NA,281,AO-1-93,93,319,1927,6,6,NA,NA,319,12:09:33 Thu 05-May-16,106.3,7.6982649647,158.3201221823,1303.7225020311,90.566018176,806.678515121,564.2550316426,29371.71064341,3182.6020078634,157.8453947722,69.7677243019,0.0862427381,2.7059342297,11.4157933044,20.9850463594,0.158370955,1.115354005,29.633274683,16.3841703924,3.3286535406,0.140630095
NA,277,AO-1-94,94,323,1931,6,6,NA,NA,323,12:24:33 Thu 05-May-16,108.4,6.4937520662,140.0009176106,1825.7794112855,62.9736268904,1035.0668718632,1115.0801115621,24907.4159238117,4132.7245065695,126.8405930059,43.0832166593,0.0648496628,0.2704638374,7.5467082426,15.7902167903,0.154438001,1.1703956254,14.9061848059,24.8967035944,5.3937246737,0.1130538963
NA,287,AO-1-96,96,312,1920,6,6,NA,NA,312,11:43:15 Thu 05-May-16,112.1,44.7260319006,613.7622592694,1637.3060049211,122.2854288751,1254.5804306387,1023.0025800165,38583.1312982778,5388.5023057323,185.7957758239,101.5523927524,0.1572363117,0.3547012443,8.6526855155,29.1846702669,0.3859753878,1.1785857711,32.3124773922,30.4859495657,4.2185272165,0.4107942194
NA,252,AO-1-97,97,280,1888,6,6,NA,NA,280,07:39:39 Thu 05-May-16,116,11.1611706302,641.5867054504,1140.1880198393,81.046087632,1076.8942484796,946.4256088561,36126.5510904016,3782.5849067273,144.7681378646,82.5452086145,0.0905694344,0.3759818936,9.5099665776,30.4937286658,0.0965550264,-8.8655093938,30.5988885415,20.2427711796,5.6262705879,0.0671531929
NA,262,AO-1-98,98,284,1892,6,6,NA,NA,284,07:54:42 Thu 05-May-16,106.2,9.0030662676,599.8190045294,1844.0004385623,66.3624367929,791.3666991611,224.6571970312,31057.3092176727,8744.9478511579,119.0728025156,121.9718311174,0.1512214313,0.3456781652,6.6420814325,133.4877878983,0.1850299662,10.245528232,26.4954225618,37.7172975972,8.462777552,0.0709785083
NA,267,AO-1-99,99,297,1905,6,6,NA,NA,297,08:43:31 Thu 05-May-16,112.2,11.6459061477,664.1579569539,1478.0315829027,53.590866381,599.767877487,915.6700728668,21328.1113305996,6633.8899344083,125.2022030946,201.1743738216,0.1034666845,0.4649152852,7.5030178231,21.4179936395,0.1963283425,3.6413385169,19.1150655831,29.2009594236,7.3885621453,0.4068418306
NA,257,AO-1-100,100,289,1897,6,6,NA,NA,289,08:13:27 Thu 05-May-16,99.7,17.8678832973,975.9921670548,2456.4394491098,129.2291606847,820.3995606867,228.0398425198,24546.9539296624,6156.6103135821,190.5416356729,103.8430681542,0.145385656,0.5448755863,8.8740591625,45.645708287,0.2200670387,1.514841776,26.6087381168,32.5866323139,4.8502863846,0.0508012465
NA,263,AO-1-101,101,283,283,1,1,NA,NA,283,10:16:54 Fri 22-Apr-16,109.9,33.0358526187,120.6543910306,1087.8424874111,24.971760092,447.1234230437,837.2703276996,32079.9710763426,4056.7575405942,54.181196978,112.5544277307,0.0412465221,0.0953034181,5.1558653724,10.8760687647,0.1323957995,1.6089498435,29.1260968141,20.7975710734,3.1302113959,0.6499626833
NA,253,AO-1-102,102,294,294,1,1,NA,NA,294,10:58:14 Fri 22-Apr-16,101.4,61.9391469464,219.2187213037,1674.0070959711,36.4503422458,1018.3452244764,895.3939646252,32761.8937885945,3513.386995598,83.5121728193,58.5013367112,0.0568876252,0.1640774545,6.6835365415,20.4449503793,0.14595468,0.8175154645,20.2424950227,16.9849880822,3.4972015288,0.2511665335
NA,38,AO-1-103,103,43,364,2,2,NA,NA,43,15:08:02 Tue 26-Apr-16,100.9,5.8193412601,180.0004355015,1567.5728355439,37.3576842899,1288.8933383066,1108.8808576669,29972.8304201733,4914.8064326913,83.9438035588,55.1294342404,0.0420872778,0.1396772875,7.5350616015,15.946294518,-0.1185028796,0.6662875844,26.2236833053,22.5717414944,2.4936935729,0.1374254014
NA,45,AO-1-104,104,50,371,2,2,NA,NA,50,15:34:18 Tue 26-Apr-16,105.6,15.260055074,628.5298779066,2107.0708831277,30.184942648,1142.0078593359,771.2474867417,25972.4102622126,2956.0780974763,72.8031846185,71.9617492228,0.0647554036,0.1648656982,5.4536939224,12.7090833698,-0.2888545444,0.5221672236,15.4199078059,14.3477193881,3.4755996114,0.1610158754
NA,43,AO-1-105,105,48,369,2,2,NA,NA,48,15:26:47 Tue 26-Apr-16,107.8,22.6206608744,602.5291189744,2486.1041638933,48.1123897339,743.7264291108,984.2218004233,25587.809814923,5243.9507880021,99.0585809373,63.5843460721,0.1000231581,0.1869834732,7.0726389851,10.231739037,-0.3866729982,0.1081576158,12.342681581,27.4411912545,7.6298770967,0.0360165918
NA,42,AO-1-106,106,47,368,2,2,NA,NA,47,15:23:02 Tue 26-Apr-16,118.5,10.4131757073,487.9945145415,727.405212474,42.949599637,909.2766906074,862.3593681778,24671.6535316394,1914.6058270621,86.3075505026,29.5988101473,0.0506623457,0.1645655884,7.4933239394,11.0121303806,-0.2138417624,0.24985814,22.6160939295,10.2087698103,2.3700418023,0.0473803724
NA,40,AO-1-107,107,45,366,2,2,NA,NA,45,15:15:32 Tue 26-Apr-16,101.5,10.5002492643,193.294353861,1531.4575296515,29.4702370846,1303.9126588018,610.151678376,27037.1097974606,3220.6206513902,69.4558564694,27.8131480895,0.0352282496,0.0788848092,5.2019025066,15.6402410833,-0.1498618857,0.42951445,26.8197953767,14.654389156,2.1302555525,0.0229211467
NA,36,AO-1-108,108,28,349,2,2,NA,NA,28,14:11:44 Tue 26-Apr-16,109.3,7.5059043875,174.0599001483,1752.3909238627,53.2628978374,1255.8393647191,1058.7169851631,37120.4478526054,3036.4198687301,99.664370292,62.0102617523,0.0532349878,0.2053950648,6.3966824098,13.0784811655,-0.0970484965,0.3611857494,22.8840977198,15.598285124,3.2169437388,0.1234832355
NA,34,AO-1-109,109,30,351,2,2,NA,NA,30,14:19:14 Tue 26-Apr-16,110.5,5.9473298685,145.1436069121,2230.579958221,28.2792776464,997.0610247917,1136.9839590401,37442.5670954846,5344.4648445804,75.5434629556,156.2176637462,0.0460782197,0.3239392312,9.5099286232,18.8161550637,-0.1326216795,0.9951192623,32.1574488515,26.322229983,3.5590594435,0.2305077075
NA,31,AO-1-110,110,34,355,2,2,NA,NA,34,14:34:16 Tue 26-Apr-16,101.8,5.9520697239,110.0840174158,1426.3063437287,48.8285522792,1028.9202454719,993.7597670345,27495.383362397,2949.9885041985,89.8517046778,48.4797211834,0.0397902008,0.1508605148,5.4064589738,12.3064431115,-0.058797461,1.0035108904,32.0805224202,14.322164141,2.8390486159,0.0535481577
NA,29,AO-1-111,111,36,357,2,2,NA,NA,36,14:41:46 Tue 26-Apr-16,102.1,7.1475548098,143.4386451749,2871.1331760003,83.4989301578,1580.4106955065,1622.071197867,42292.1698669122,3861.7673832503,168.491237858,73.7985999682,0.0906469709,0.1778930846,10.7570478482,22.549519259,-0.1211283355,1.3449660903,20.5286525788,19.4163055822,7.5520016332,0.0701535393
NA,27,AO-1-112,112,38,359,2,2,NA,NA,38,14:49:16 Tue 26-Apr-16,102,6.0679651983,174.378742984,1262.7276288657,33.018897096,791.0659321408,907.6570428434,37349.9369103626,4553.2043718295,88.7215044868,100.8072645819,0.06368413,0.221163013,7.4231225194,17.8708172028,-0.1153168279,0.8601176984,23.0198749293,20.2929268432,6.3587957956,0.0765619193
NA,26,AO-1-113,113,39,360,2,2,NA,NA,39,14:53:01 Tue 26-Apr-16,104.8,8.2445490874,330.4862031876,1441.5121766216,12.6383232901,718.0104377516,674.5293104535,31875.3916969061,2652.5242804206,42.7195095787,74.3419630986,0.0316608273,0.2104976935,5.0796166587,10.2088614912,-0.1326012974,0.8752618682,30.1286207755,12.9980814441,3.3505744128,0.1851273021
NA,53,AO-1-114,114,63,384,2,2,NA,NA,63,16:23:08 Tue 26-Apr-16,101.1,9.8662686381,175.9379798703,1127.201486012,17.5053962129,670.2155365692,804.6797807015,30120.9832248393,4384.819562375,58.0220973589,72.7788199202,0.0830699895,0.1568672157,5.9917440721,9.9649511679,-0.1224322167,0.7169808626,25.3914435367,19.2776651543,4.2478384067,0.077815836
